iter	Logloss
190	0.2571643788
191	0.256423358
192	0.2555663668
193	0.2548668883
194	0.2541699193
195	0.2533163721
196	0.2521250999
197	0.2513273607
198	0.2504905584
199	0.2494587741
200	0.2486611878
201	0.2479524874
202	0.2471830882
203	0.2462799326
204	0.2454314734
205	0.2448056285
206	0.24391501
207	0.2431676567
208	0.2423506304
209	0.2415347021
210	0.2408053246
211	0.2398031131
212	0.239075137
213	0.2383930533
214	0.2373859173
215	0.2367829021
216	0.2359248954
217	0.235183303
218	0.234283691
219	0.233241554
220	0.2326731135
221	0.2319411339
222	0.2313248241
223	0.2306181664
224	0.229936372
225	0.2289634614
226	0.2283036561
227	0.2276036253
228	0.2272464293
229	0.2265868719
230	0.2256545136
231	0.2248486737
232	0.2242613343
233	0.2236134774
234	0.2228246012
235	0.2221022015
236	0.221442351
237	0.2207113705
238	0.21996302
239	0.2191848253
240	0.2184992177
241	0.2177907021
242	0.2170105807
243	0.2163615293
244	0.2157188924
245	0.2150177248
246	0.2143672264
247	0.2138412835
248	0.2132171449
249	0.212319389
250	0.2116547502
251	0.2108380914
252	0.2101465987
253	0.2093788985
254	0.2087733247
255	0.2080879228
256	0.2071421674
257	0.2063555952
258	0.205864129
259	0.2054616122
260	0.2048345934
261	0.2043434032
262	0.203655194
263	0.203126951
264	0.2024953446
265	0.2019177412
266	0.2015225443
267	0.2010363095
268	0.2005854988
269	0.2000573438
270	0.1994685155
271	0.1987577597
272	0.1981604485
273	0.1973575694
274	0.1968758013
275	0.1961343075
276	0.1954319378
277	0.1948931004
278	0.1942767344
279	0.1935113972
280	0.1929185562
281	0.192535825
282	0.1919523801
283	0.1915803366
284	0.1910838647
285	0.1903680474
286	0.1899752596
287	0.1894649704
288	0.1890131856
289	0.1885481597
290	0.1880233044
291	0.1874966703
292	0.1869642174
293	0.1863669815
294	0.1858034999
295	0.1853670011
296	0.1848054288
297	0.1841985355
298	0.1838296618
299	0.1833221395
300	0.182853417
301	0.1824292024
302	0.1819049646
303	0.1814110192
304	0.1809658299
305	0.1805887925
306	0.1802101358
307	0.1798438329
308	0.1795435309
309	0.1790294762
310	0.1785410145
311	0.1781582173
312	0.1776844853
313	0.1770650713
314	0.1765840804
315	0.1762647251
316	0.1758606212
317	0.1752274429
318	0.1747612263
319	0.174251623
320	0.173587262
321	0.1730385727
322	0.17254794
323	0.1720376186
324	0.1717622858
325	0.171411453
326	0.1708098887
327	0.1703435683
328	0.1697002551
329	0.1694073812
330	0.1689869814
331	0.1687213305
332	0.168296158
333	0.1678197717
334	0.1675165376
335	0.1671605621
336	0.166630933
337	0.1662053604
338	0.1660144681
339	0.1656774191
340	0.1652007352
341	0.1646445115
342	0.1643385475
343	0.1641152395
344	0.1636307215
345	0.1633122324
346	0.1628939651
347	0.1626212474
348	0.1621260902
349	0.1615608967
350	0.16112596
351	0.1607431566
352	0.1604246057
353	0.1601349775
354	0.1599243427
355	0.1595728718
356	0.1592109264
357	0.1587228266
358	0.1581413945
359	0.1577510688
360	0.1573936251
361	0.1569180123
362	0.1565679592
363	0.1561926701
364	0.1558146505
365	0.1553479309
366	0.1550892825
367	0.1547249737
368	0.1543312101
369	0.1539495799
370	0.1536173513
371	0.153216579
372	0.1527072922
373	0.1522355815
374	0.151767147
375	0.1514592228
376	0.1511730776
377	0.1507794646
378	0.1504996603
379	0.1499850697
380	0.149452035
381	0.1490505099
382	0.1485118289
383	0.1481214662
384	0.1478542849
385	0.1474562304
386	0.1471269554
387	0.1465442441
388	0.1461957839
389	0.1458252376
390	0.1454298075
391	0.1450130633
392	0.1446378565
393	0.1443680669
394	0.1440558159
395	0.143660261
396	0.1432230384
397	0.1429173905
398	0.1425044385
399	0.1421336697
400	0.1417968999
401	0.1413885865
402	0.1410968163
403	0.140828614
404	0.1405340461
405	0.1402768966
406	0.1399453352
407	0.1395856366
408	0.139252998
409	0.138894718
410	0.1386335827
411	0.1383082355
412	0.1379409658
413	0.1377217405
414	0.1374061891
415	0.1368757018
416	0.1366124432
417	0.1363934158
418	0.1361028909
419	0.1358257314
420	0.1355907293
421	0.1354024766
422	0.1351255965
423	0.13497078
424	0.1346327405
425	0.1344028518
426	0.1341478634
427	0.1338452033
428	0.1336536479
429	0.133313224
430	0.1329926783
431	0.1326938036
432	0.1323833389
433	0.1321542975
434	0.1316863598
435	0.1313179462
436	0.1311207578
437	0.1308007971
438	0.130544924
439	0.1303751928
440	0.1300334718
441	0.12974171
442	0.1294635261
443	0.1292108504
444	0.1289551762
445	0.1286290071
446	0.1283715412
447	0.1280337456
448	0.1276657169
449	0.1273842486
450	0.1271433054
451	0.1268601733
452	0.1265574984
453	0.126392045
454	0.126100109
455	0.1258769736
456	0.1256917492
457	0.1254372715
458	0.1252036752
459	0.1249714146
460	0.1248189675
461	0.1244992285
462	0.1242752296
463	0.1240293314
464	0.1237751787
465	0.1236278692
466	0.1233738172
467	0.1232140883
468	0.1229028039
469	0.1225881065
470	0.1224146348
471	0.1221223941
472	0.1218500511
473	0.1216035894
474	0.1212672138
475	0.1210050248
476	0.1207976423
477	0.1204295327
478	0.1202343178
479	0.1201140889
480	0.1198384226
481	0.1196620158
482	0.1194046775
483	0.1192029131
484	0.1190187086
485	0.1187855594
486	0.1185170858
487	0.1182821013
488	0.1180530868
489	0.1178174609
490	0.1174459465
491	0.117156126
492	0.1168729655
493	0.1166359439
494	0.1163842165
495	0.1161244713
496	0.115793815
497	0.1154385347
498	0.1151522355
499	0.1149027055
500	0.11472569
501	0.1144849789
502	0.1142319142
503	0.1139948615
504	0.1137653625
505	0.1135460762
506	0.1132943538
507	0.113027178
508	0.1128192018
509	0.1125987613
510	0.1123737814
511	0.112169354
512	0.1120114872
513	0.1118173803
514	0.1115701104
515	0.1112588156
516	0.111087398
517	0.1108924518
518	0.1107282567
519	0.1104887099
520	0.1101811695
521	0.1100222029
522	0.1097913498
523	0.1096435808
524	0.1094076624
525	0.1092336952
526	0.1090317712
527	0.1089176968
528	0.1086636154
529	0.1083693252
530	0.1081497198
531	0.1079139409
532	0.1077078276
533	0.1074591588
534	0.107283548
535	0.1069967236
536	0.106576439
537	0.1064419359
538	0.1062786248
539	0.1060305388
540	0.105790355
541	0.1055977498
542	0.1053904879
543	0.1051972382
544	0.1050985838
545	0.1048802842
546	0.104720365
547	0.1044740088
548	0.1042707344
549	0.1040681771
550	0.1037814357
551	0.1034860505
552	0.1033455799
553	0.1031464138
554	0.1029754348
555	0.1027869259
556	0.1026599191
557	0.1024375538
558	0.1022039168
559	0.1020682309
560	0.1017027464
561	0.1015015694
562	0.1012252932
563	0.1011002992
564	0.1008892771
565	0.1007130043
566	0.1006079095
567	0.1003691551
568	0.1001995444
569	0.1001302823
570	0.09998921587
571	0.09969536577
572	0.09952119488
573	0.09938066941
574	0.09918091696
575	0.09903153092
576	0.09880843278
577	0.09867940652
578	0.09846763201
579	0.09824791409
580	0.09808636616
581	0.09792840328
582	0.09777522518
583	0.09753833578
584	0.09739799821
585	0.09717284971
586	0.09704661625
587	0.0968887043
588	0.09666546835
589	0.0964258473
590	0.09629640923
591	0.09618458528
592	0.09594200585
593	0.09569499344
594	0.09545650667
595	0.09527397599
596	0.09507332489
597	0.0948006297
598	0.09464046018
599	0.09451208359
600	0.09435910492
601	0.0942237195
602	0.09410103125
603	0.09386537252
604	0.09362082426
605	0.09338937017
606	0.09328753599
607	0.09314888718
608	0.09290035312
609	0.09276163271
610	0.09260638605
611	0.0924105484
612	0.09224559771
613	0.09212762346
614	0.09197800041
615	0.09181129539
616	0.09169578934
617	0.09153166878
618	0.09143239095
619	0.0913418409
620	0.09120782415
621	0.09106541758
622	0.09082313366
623	0.09064840169
624	0.09050493308
625	0.09033662386
626	0.09023673022
627	0.08998704845
628	0.08989550815
629	0.0896737004
630	0.0894645298
631	0.08922250968
632	0.0890997553
633	0.08900921535
634	0.08880123438
635	0.08858274351
636	0.08847097724
637	0.08825385462
638	0.08812415107
639	0.08803377779
640	0.08783011007
641	0.08762601229
642	0.08741949708
643	0.08722591915
644	0.0870282532
645	0.0869409272
646	0.0867121229
647	0.08658426493
648	0.08653409559
649	0.08632356344
650	0.08625332506
651	0.08616605724
652	0.08603864259
653	0.08593296662
654	0.08580455902
655	0.08569740206
656	0.08554492866
657	0.08539199985
658	0.08523926251
659	0.08503030439
660	0.08490796217
661	0.08476799122
662	0.08461130859
663	0.08450532325
664	0.08433081261
665	0.08418956229
666	0.08397747817
667	0.08381095901
668	0.0836430578
669	0.08338909174
670	0.08332011622
671	0.08316983215
672	0.08293805199
673	0.08280008932
674	0.0827067526
675	0.08256326451
676	0.08229886542
677	0.08214360754
678	0.08199570848
679	0.08188315179
680	0.08171871317
681	0.08159319416
682	0.08145189707
683	0.08131298316
684	0.08121158979
685	0.08109117995
686	0.0810026866
687	0.08082949049
688	0.08069514079
689	0.0805220823
690	0.08040817462
691	0.08024410231
692	0.08016211618
693	0.07996299888
694	0.07977457967
695	0.07957607077
696	0.07945197402
697	0.07939041578
698	0.07924339032
699	0.07903957571
700	0.07888127388
701	0.07876097762
702	0.07861564285
703	0.07853383754
704	0.07839587945
705	0.07824116292
706	0.07814353708
707	0.07799933418
708	0.0778567745
709	0.07767560228
710	0.07751758923
711	0.07736022723
712	0.07726271807
713	0.07716257922
714	0.07709539167
715	0.07696711268
716	0.07688229967
717	0.07675526848
718	0.07666263665
719	0.07654422743
720	0.07644355969
721	0.07634185812
722	0.07618536738
723	0.07604123427
724	0.07589308039
725	0.07575840366
726	0.07561012687
727	0.07553488571
728	0.07545023263
729	0.07534019812
730	0.07520893472
731	0.07501973293
732	0.07484171112
733	0.07470493778
734	0.07459142967
735	0.07444159092
736	0.07422759173
737	0.07406642914
738	0.07394245687
739	0.07386777105
740	0.07371765385
741	0.07361064214
742	0.0734844637
743	0.07332869983
744	0.07320466499
745	0.07313675916
746	0.0730552323
747	0.072876681
748	0.07274975326
749	0.07260826347
750	0.07252046827
751	0.07234906857
752	0.07220560204
753	0.072073823
754	0.07200847029
755	0.07182183508
756	0.07176042658
757	0.0716475195
758	0.07154331283
759	0.07137763882
760	0.07122078982
761	0.07108306489
762	0.07100657682
763	0.07087640171
764	0.07075296325
765	0.07066774492
766	0.07054024441
767	0.07042596298
768	0.0703069087
769	0.07019366526
770	0.07008658626
771	0.06998125672
772	0.06982747819
773	0.0696795941
774	0.06959454064
775	0.06947285658
776	0.06937819347
777	0.0692463557
778	0.06916578082
779	0.06912359838
780	0.06900475682
781	0.06889432037
782	0.06878706406
783	0.06865369061
784	0.06853749265
785	0.06843759216
786	0.06835488315
787	0.06820523338
788	0.06809896593
789	0.06798512682
790	0.0679191897
791	0.06779359055
792	0.06774727398
793	0.06762498552
794	0.06749732101
795	0.06741023802
796	0.06724215
797	0.06721740169
798	0.06715064008
799	0.06707037819
800	0.06696926934
801	0.06686540606
802	0.06676437717
803	0.06664167871
804	0.06651744113
805	0.06643699206
806	0.06635335433
807	0.0662185794
808	0.06615582725
809	0.06607209796
810	0.06592025412
811	0.06579631806
812	0.06572109187
813	0.06560898413
814	0.06543902705
815	0.06534734
816	0.06519017611
817	0.06506681718
818	0.06500137332
819	0.06488442546
820	0.06471071573
821	0.06461139708
822	0.06446462926
823	0.06430863851
824	0.06422790745
825	0.06411340221
826	0.06404016496
827	0.06394665429
828	0.06382327364
829	0.06370274413
830	0.06360588593
831	0.0635189715
832	0.06339750372
833	0.0633099057
834	0.06322319909
835	0.06314470628
836	0.063047138
837	0.06294259363
838	0.06288226013
839	0.06278138602
840	0.06271183047
841	0.06261402848
842	0.06250833482
843	0.06237212301
844	0.06227035774
845	0.06218659095
846	0.06212657683
847	0.06201048768
848	0.06193438883
849	0.06187559608
850	0.06177295746
851	0.06169424168
852	0.06158729738
853	0.0614511881
854	0.061338358
855	0.06126093165
856	0.06114507208
857	0.06106781873
858	0.06100976339
859	0.06088936223
860	0.06080060735
861	0.06070878314
862	0.06058383259
863	0.06050737639
864	0.06042280334
865	0.06034760411
866	0.06026431123
867	0.06019806499
868	0.06013236217
869	0.05998058965
870	0.05982268181
871	0.05968681871
872	0.05958116031
873	0.05950275768
874	0.05945890818
875	0.05939028385
876	0.0592993641
877	0.05918452246
878	0.05907820416
879	0.05894638076
880	0.05885587202
881	0.0587545479
882	0.05867736346
883	0.05858366028
884	0.05849703096
885	0.05842596065
886	0.05836122747
887	0.05826603257
888	0.05818425548
889	0.05810557479
890	0.05796492306
891	0.05789873869
892	0.05783108309
893	0.05777129336
894	0.05765445794
895	0.05757536059
896	0.05746800714
897	0.05739417675
898	0.05729759961
899	0.05722483263
900	0.05712781799
901	0.05707205793
902	0.05698313422
903	0.05690562463
904	0.05679244912
905	0.05668767264
906	0.05659290866
907	0.0565072891
908	0.05639544288
909	0.05630402579
910	0.05620030293
911	0.05613383033
912	0.0560338643
913	0.05598393257
914	0.05587570244
915	0.05575457858
916	0.05567884512
917	0.05558321842
918	0.05543273274
919	0.05530130589
920	0.05520320956
921	0.0551083857
922	0.05505778152
923	0.0549682878
924	0.05487707839
925	0.05480631825
926	0.0547478393
927	0.05464963134
928	0.05451869601
929	0.05443909146
930	0.05435384068
931	0.05427542662
932	0.05420650948
933	0.05412934014
934	0.05406976592
935	0.05397472016
936	0.05387547168
937	0.05379571048
938	0.05372080014
939	0.05359566786
940	0.05346951698
941	0.05341885284
942	0.05335545129
943	0.05325448081
944	0.05319126119
945	0.05313130924
946	0.05306170447
947	0.05299047186
948	0.05288794638
949	0.05281619571
950	0.05274266515
951	0.05264037387
952	0.05257106045
953	0.05251096152
954	0.05246280821
955	0.0523932244
956	0.05233457169
957	0.0522659812
958	0.05217924158
959	0.05211882275
960	0.05206356211
961	0.05200036764
962	0.05191660286
963	0.05185499523
964	0.05178068553
965	0.05168866496
966	0.05160270127
967	0.05149227869
968	0.05141929173
969	0.05135506779
970	0.05126617968
971	0.05117250261
972	0.05101429888
973	0.05093035086
974	0.05082874174
975	0.05075630193
976	0.05068484259
977	0.050612116
978	0.05052739608
979	0.0504359371
980	0.05034864305
981	0.05022179642
982	0.05016146986
983	0.05008328684
984	0.05001229956
985	0.04994900937
986	0.04987102661
987	0.04981028091
988	0.04974303626
989	0.04965870253
990	0.04957659119
991	0.04949982984
992	0.04944783254
993	0.04937028955
994	0.04925156808
995	0.04917121571
996	0.04912195089
997	0.04905713055
998	0.0489969618
999	0.04887808992
